field.nmbr;registr.code;Species;reads;Identity;Phylum;Class;Order;Family;Genus;Type
S-UPG82-rf2;NBC.LAB.5459b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;62;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;80;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;105;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;173;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;144;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;134;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;158;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;113;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;88;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;13;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;6;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;12;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;16;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;7;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;6;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;6;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;8;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;7;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;263;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;614;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;529;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;359;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;268;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;321;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;1045;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;1185;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;594;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;680;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;734;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;812;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG91-rf1;NBC.LAB.5454b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;7;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG91-rf1;NBC.LAB.5454c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;5;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf2;NBC.LAB.5456e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;294;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf2;NBC.LAB.5456b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;208;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf2;NBC.LAB.5456c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;135;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf2;NBC.LAB.5456d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;155;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf2;NBC.LAB.5456a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;215;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf2;NBC.LAB.5456d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;189;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf2;NBC.LAB.5456e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;317;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf2;NBC.LAB.5456c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;147;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf2;NBC.LAB.5456b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;216;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf2;NBC.LAB.5456a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;177;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf3;NBC.LAB.5457a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;78;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf3;NBC.LAB.5457e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;146;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf3;NBC.LAB.5457d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;63;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf3;NBC.LAB.5457b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;81;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf3;NBC.LAB.5457c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;59;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf3;NBC.LAB.5457d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;74;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf3;NBC.LAB.5457a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;88;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf3;NBC.LAB.5457c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;92;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf3;NBC.LAB.5457e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;149;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG92-rf3;NBC.LAB.5457b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;77;99.071;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;42;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;48;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;10;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;5;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;269;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;377;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;7;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;10;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;7;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;13;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf2;NBC.LAB.5469e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;14;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;496;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;729;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;42;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;307;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;283;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;44;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;756;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;954;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;90;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;252;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;342;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;31;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;600;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;700;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;74;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;1403;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;1850;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
E-UPG82-rf3;NBC.LAB.5470f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;143;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;123;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;105;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;81;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;99;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;130;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;99;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;95;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;85;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;89;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;60;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;78;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;62;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;19;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;18;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;17;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;18;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;11;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf1;NBC.LAB.5458a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;23;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;150;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;102;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;92;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;145;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;150;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;99;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;100;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;78;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;148;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;152;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;97;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;107;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;16;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;21;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;24;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;11;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;30;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf2;NBC.LAB.5459b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;17;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;1072;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;842;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;1053;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;785;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;710;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;1287;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460c;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;498;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;964;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460b;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;693;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460e;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;1084;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460d;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;464;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460a;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;574;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
S-UPG82-rf3;NBC.LAB.5460f;Neorotalia_gaimardi_&_Baculogypsina_sphaerulata;227;99.381;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Neorotalia_Baculogypsina;LBF
