field.nmbr;registr.code;Species;reads;Identity;Phylum;Class;Order;Family;Genus;Type
E-UPG92-rf1;NBC.LAB.5465f;Alveolinella_quoyi;6;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG92-rf2;NBC.LAB.5466a;Alveolinella_quoyi;37;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG92-rf2;NBC.LAB.5466b;Alveolinella_quoyi;40;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG92-rf2;NBC.LAB.5466c;Alveolinella_quoyi;98;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG92-rf2;NBC.LAB.5466d;Alveolinella_quoyi;86;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG92-rf2;NBC.LAB.5466e;Alveolinella_quoyi;65;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-06;NBC.LAB.5451b;Alveolinella_quoyi;5;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455g;Alveolinella_quoyi;64;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455d;Alveolinella_quoyi;22;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455e;Alveolinella_quoyi;70;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455c;Alveolinella_quoyi;9;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf2;NBC.LAB.5456a;Alveolinella_quoyi;6;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf2;NBC.LAB.5456e;Alveolinella_quoyi;7;80.731;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-15;NBC.LAB.5453c;Alveolinella_quoyi;29;87.227;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-12;NBC.LAB.5452d;Alveolinella_quoyi;53;94.969;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-12;NBC.LAB.5452b;Alveolinella_quoyi;113;94.969;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-12;NBC.LAB.5452c;Alveolinella_quoyi;68;94.969;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-12;NBC.LAB.5452a;Alveolinella_quoyi;115;94.969;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-12;NBC.LAB.5452f;Alveolinella_quoyi;121;94.969;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-12;NBC.LAB.5452g;Alveolinella_quoyi;383;94.969;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-15;NBC.LAB.5453b;Alveolinella_quoyi;6;94.969;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-15;NBC.LAB.5453a;Alveolinella_quoyi;7;94.969;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG90-06;NBC.LAB.5461a;Alveolinella_quoyi;8;95.639;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG90-06;NBC.LAB.5461a;Alveolinella_quoyi;6;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG92-rf1;NBC.LAB.5465c;Alveolinella_quoyi;13;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG92-rf1;NBC.LAB.5465f;Alveolinella_quoyi;19;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-06;NBC.LAB.5451e;Alveolinella_quoyi;9;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG91-rf1;NBC.LAB.5454f;Alveolinella_quoyi;59;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG91-rf1;NBC.LAB.5454e;Alveolinella_quoyi;17;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG91-rf1;NBC.LAB.5454d;Alveolinella_quoyi;13;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG91-rf1;NBC.LAB.5454c;Alveolinella_quoyi;21;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG91-rf1;NBC.LAB.5454a;Alveolinella_quoyi;26;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG91-rf1;NBC.LAB.5454b;Alveolinella_quoyi;37;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455g;Alveolinella_quoyi;89;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455e;Alveolinella_quoyi;83;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455f;Alveolinella_quoyi;112;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455b;Alveolinella_quoyi;81;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455a;Alveolinella_quoyi;110;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455c;Alveolinella_quoyi;61;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455d;Alveolinella_quoyi;66;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf2;NBC.LAB.5456e;Alveolinella_quoyi;7;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf3;NBC.LAB.5457e;Alveolinella_quoyi;15;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf3;NBC.LAB.5457b;Alveolinella_quoyi;5;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf3;NBC.LAB.5457c;Alveolinella_quoyi;5;95.95;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG90-06;NBC.LAB.5461a;Alveolinella_quoyi;33;96.262;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG90-06;NBC.LAB.5461b;Alveolinella_quoyi;12;96.262;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG92-rf3;NBC.LAB.5467a;Alveolinella_quoyi;8;96.573;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG82-rf2;NBC.LAB.5469a;Alveolinella_quoyi;8;96.573;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455a;Alveolinella_quoyi;6;96.573;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455c;Alveolinella_quoyi;6;96.573;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG92-rf3;NBC.LAB.5467a;Alveolinella_quoyi;6;96.885;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG91-rf1;NBC.LAB.5454f;Alveolinella_quoyi;9;96.885;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455f;Alveolinella_quoyi;11;96.885;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455g;Alveolinella_quoyi;13;96.885;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455e;Alveolinella_quoyi;12;96.885;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455c;Alveolinella_quoyi;10;96.885;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455b;Alveolinella_quoyi;8;96.885;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455a;Alveolinella_quoyi;17;96.885;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455f;Alveolinella_quoyi;15;97.819;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455e;Alveolinella_quoyi;13;97.819;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455b;Alveolinella_quoyi;5;97.819;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455a;Alveolinella_quoyi;10;97.819;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455c;Alveolinella_quoyi;6;98.131;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455f;Alveolinella_quoyi;10;98.131;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG92-rf1;NBC.LAB.5455a;Alveolinella_quoyi;8;98.131;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-12;NBC.LAB.5452a;Alveolinella_quoyi;5;100;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-06;NBC.LAB.5451b;Alveolinella_quoyi;25;100;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG90-06;NBC.LAB.5451a;Alveolinella_quoyi;9;100;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG91-rf1;NBC.LAB.5454b;Alveolinella_quoyi;8;100;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
S-UPG91-rf1;NBC.LAB.5454a;Alveolinella_quoyi;15;100;Foraminifera;Tubothalamea;Miliolida;Alveolinidae;Alveolinella;LBF
E-UPG92-rf1;NBC.LAB.5465a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;17;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG92-rf1;NBC.LAB.5465c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;425;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG92-rf1;NBC.LAB.5465d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;1082;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;702;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455g;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;75;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;93;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;165;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;378;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455f;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;414;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;85;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;134;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455g;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;86;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;26;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;16;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;18;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;7;92.835;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG92-rf1;NBC.LAB.5465c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;31;94.393;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG92-rf1;NBC.LAB.5465d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;44;94.393;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455g;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;24;94.393;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455f;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;49;94.393;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;17;94.393;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;20;94.393;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;107;94.393;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;53;94.393;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;36;94.393;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG90-12;NBC.LAB.5452a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;7;94.704;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG90-12;NBC.LAB.5452b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;36;94.704;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG90-06;NBC.LAB.5461a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;5;95.327;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455g;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;12;95.95;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG90-06;NBC.LAB.5461b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;28;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG90-15;NBC.LAB.5463d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;7;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG92-rf2;NBC.LAB.5466b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;23;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG92-rf2;NBC.LAB.5466d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;11;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG90-15;NBC.LAB.5453g;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;7;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG90-06;NBC.LAB.5451e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;10;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG91-rf1;NBC.LAB.5454f;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;6;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455g;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;60;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;38;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455f;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;51;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;19;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;83;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;33;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;55;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;132;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;55;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;31;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455f;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;51;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455g;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;31;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;51;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;36;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;4;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;6;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;9;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;25;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf3;NBC.LAB.5457e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;14;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf3;NBC.LAB.5457e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;10;96.262;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG90-06;NBC.LAB.5461b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;5;99.065;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;9;99.065;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;8;99.065;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;8;99.065;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;6;99.065;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;19;99.377;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;11;99.377;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;12;99.377;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;36;99.377;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;18;99.377;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf3;NBC.LAB.5457b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;6;99.377;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
E-UPG90-06;NBC.LAB.5461b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;31;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;32;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;43;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;66;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf1;NBC.LAB.5455g;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;127;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;26;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;37;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;42;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;27;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456c;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;17;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf3;NBC.LAB.5457e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;21;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf3;NBC.LAB.5457a;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;9;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf3;NBC.LAB.5457b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;7;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf3;NBC.LAB.5457d;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;9;99.688;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456b;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;5;100;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
S-UPG92-rf2;NBC.LAB.5456e;Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS;9;100;Foraminifera;Tubothalamea;Miliolida;Soritidae;Amphisorus;LBF
